x,y
29.75822269795895,57.00610423423946
28.77221203266144,57.07317492887974
27.798569691352842,57.27806006834507
26.871718845271538,57.666073114812754
26.030179607353208,58.20110211238861
25.290097485340233,58.871775253644586
24.677133306345937,59.653766472792626
24.198310248681377,60.54260411636569
23.883388649902344,61.48139998779297
23.729019968246146,62.477124506380775
23.744430925331113,63.47237715587615
23.92486871993541,64.44646176741124
24.271356647375224,65.38803090461194
24.76823611125946,66.25014016971588
25.412702323969228,67.02535488670355
26.173645305891107,67.67405239864848
27.033192242756485,68.18395084001719
27.95475522247314,68.53258155212401
28.941611516418455,68.7163840423584
29.938431301269528,68.76235
30.946886781198014,68.76235
31.93971730940081,68.76235000000001
32.94302240502907,68.76235
33.946117423600775,68.76235
34.938902884577445,68.76235
35.94574258810939,68.76235
36.93581475147299,68.76235
37.95041982747174,68.76235
38.94122300195284,68.76235
39.940417544591845,68.76235
40.95393326186138,68.76235
41.94006263071232,68.76235
42.95221833536215,68.76235
43.93964953862614,68.76235
44.94577194768496,68.76235
45.945281879477506,68.76235
45.30767216373373,69.48136979535934
44.63586203236341,70.2119679293841
43.9499460615781,70.95787645434625
43.28383737609893,71.68223031719812
42.60532681041579,72.42006078792677
41.92273007980388,73.16232761721606
41.25105969581619,73.89270771669892
40.574440452924264,74.62846507002381
39.89265112477364,75.3698409052174
39.218684559374154,76.10270740171951
38.53483982975275,76.84631282923407
37.86785857778463,77.57157896487682
37.19008170610297,78.30858220762353
36.50389867907958,79.05472442201368
35.82784708161924,79.78984837156428
35.14828198966064,80.5287914168692
34.483638679092266,81.25150762299323
33.80367816112846,81.99087819404565
33.126830947488955,82.7268623460039
32.447370665700554,83.465686845994
31.775685266547104,84.19605622509027
31.090943909070784,84.94062132192832
30.419568815347198,85.67065153285046
29.734746827429348,86.4153026044098
29.056059501190187,87.15328226909638
28.388083634967806,87.8796139399767
27.709900416974364,88.6170439619955
27.03158988656961,89.35461168916868
26.353896677902654,90.09150744160986
25.684150422558226,90.81976128596128
24.995631868231,91.56842656720094
24.317949846110753,92.30530784632559
23.644920145390035,93.03712939911186
23.008119009656912,93.79391190097333
22.480016823688747,94.6450565256983
22.078730313797,95.57534038410188
21.81382835655332,96.53852501087486
21.670168549118046,97.52367117748261
21.637544228515626,98.50998671875001
21.750218751108125,99.51007469352932
22.03087410976231,100.46030815438033
22.476200642142295,101.35969228372575
23.06907361846924,102.16666930541992
23.795540943347813,102.8605358113408
24.62541741752379,103.4167128867343
25.53771606856011,103.83134079147726
26.491185001378284,104.10186331261546
27.48311507298887,104.24437455431223
28.48794447023392,104.27385000000001
29.474868885470336,104.27385000000001
30.479904676946706,104.27385
31.483440772736973,104.27385000000002
32.48107377951882,104.27385
33.469955197457374,104.27385000000001
34.474538998654154,104.27385000000001
35.477315101937336,104.27385000000001
36.48450602163006,104.27385
37.48587519763006,104.27385000000001
38.47262181428101,104.27385000000001
39.48257632394825,104.27385000000001
40.48858128052632,104.27385
41.4856763719498,104.27385000000001
42.469436012973794,104.27385000000001
43.48318768016558,104.27385000000001
44.47637057853764,104.27385000000001
45.46915551129018,104.27385000000001
46.481675154531715,104.27385
47.48668624235993,104.27385000000001
48.480601353855135,104.27385000000001
49.4824024037698,104.27385000000001
50.48706356460996,104.27385000000001
51.48899301333391,104.27385000000001
52.48200247479965,104.27385000000001
53.47920445744225,104.27385000000001
54.47020321491164,104.27385000000001
55.478512544333526,104.27385000000001
56.48210784615786,104.27385000000001
57.483389307286615,104.27385000000001
58.48702915839911,104.27385000000001
59.46940443254918,104.27385000000001
60.48405011611939,104.27385000000001
61.46997033935548,104.21064393768312
62.46077280029297,104.00513336639406
63.37591312356488,103.62792500008125
64.21809249754907,103.09869364867211
64.96006994133354,102.43405450577143
65.58407131914839,101.646467496755
66.06544746681215,100.76289648780823
66.38755615133405,99.81569385374189
66.5434277002132,98.83999170953632
66.53346642672717,97.83430327246191
66.35853409231484,96.86227860639096
66.01806740081787,95.92145406494143
65.51945869649285,95.04707788752617
64.87970241297187,94.27147047588826
64.12371696026325,93.62140738735201
63.269287062293365,93.10926839562357
62.34048098685741,92.7549965303898
61.36575156620026,92.56834416923525
60.36900195678293,92.51810000000003
59.35608035066329,92.51810000000002
58.35931352337517,92.51810000000002
57.357691408633634,92.51810000000003
56.36029859582166,92.51810000000002
55.350914222580265,92.5181
54.35899575875855,92.5181
53.35491004685846,92.51810000000002
52.35255668626855,92.51810000000003
51.3640568103534,92.51810000000002
50.35977340331902,92.5181
49.363254509174475,92.5181
48.35899993167417,92.51810000000002
47.3600268552468,92.51810000000003
46.3694444182413,92.51810000000002
45.3522762341786,92.51810000000002
44.367487440799096,92.51810000000002
43.36146659005344,92.51810000000002
42.35537526192188,92.51810000000003
42.05282850436211,92.21074263737204
42.72025498234868,91.47903740682307
43.40445887252947,90.72893105565073
44.073464890201834,89.99548336221689
44.74125776078323,89.26336391168476
45.42346113477393,88.5154446061779
46.090450685053995,87.78420377208073
46.76735524350121,87.04209212083038
47.44644320968043,86.29758616476298
48.12100841798379,85.55803818731422
48.78528346945353,84.82977126101744
49.46484687809159,84.0847428559928
50.14151324554742,83.34289027400797
50.81203362710494,82.60777548426461
51.48931872627257,81.86524406108859
52.15513845906438,81.13528230992442
52.838899953343756,80.38565017120985
53.506572770404084,79.65365644483613
54.18765228021683,78.90696431051676
54.85606017683371,78.1741643707251
55.53293193855285,77.43208504161838
56.20764978822812,76.69236698803346
56.877319027615044,75.95818378375664
57.54611904013228,75.22495342361711
58.231177735846316,74.47389794301584
58.89199649975998,73.74941749509581
59.576748234839,72.99869831913261
60.24923290720939,72.26142787811759
60.922486879003955,71.52331391775718
61.59968621172221,70.78087439904472
62.269805911757885,70.04619644138421
62.94144668257595,69.30985075627005
63.60978973782538,68.57712034175398
64.27727708791859,67.81934221549744
64.85935559771835,67.01870642509165
65.35558069301128,66.14863469097617
65.7410742796278,65.2117707106829
65.97589517303466,64.24538467559817
66.02633714843749,63.243722802734396
65.95202615661384,62.25490950789156
65.75452919555666,61.2741001907349
65.41757733179094,60.325081238484415
64.94175550904156,59.460789127013115
64.30483757759096,58.67906990680697
63.55123832031251,58.04706142578128
62.680790399703994,57.55868201885227
61.73482615788938,57.22980458292964
60.74577421637059,57.051474631166485
59.74586877742619,57.00660000000002
58.74951515031816,57.00660000000003
57.751216681826165,57.00660000000002
56.754849025507696,57.00660000000002
55.752072243651035,57.00660000000003
54.74889011581731,57.00660000000003
53.74251291948266,57.00660000000002
52.75396304769278,57.00660000000002
51.7408246487549,57.00660000000003
50.752289142876506,57.00660000000002
49.75695066943543,57.00660000000003
48.73960002812335,57.006600000000034
47.74829050542216,57.00660000000003
46.74513634481944,57.00660000000003
45.75626398356933,57.00660000000003
44.741746288778494,57.006600000000034
43.749599299375085,57.00660000000003
42.739750343436725,57.00660000000003
41.73836184314231,57.00660000000003
40.74953044017206,57.00660000000002
39.75643409409863,57.006600000000034
38.744308007912586,57.00660000000003
37.74104023876379,57.00660000000003
36.753839345703135,57.00660000000003
35.75450540924747,57.006600000000034
34.74120387865067,57.00660000000003
33.751410457647985,57.00660000000003
